OPEID,state abv,state,county,city,Name,Address,Zip Code,Zip Ext,"Prog
Length","School
Type",Year 1,"
Num 1","
Denom 1",DRate 1,PRate 1,Ethnic Code,Cong Dis,Region,"Average or
Greater than 30",Year 2,"
Num 2","
Denom 2",DRate 2,PRate 2,Year 3,"
Num 3","
Denom 3",DRate 3,PRate 3,lat,lng,population,density,military,age_median,male,female,married,family_size,income_household_median,income_household_six_figure,home_ownership,home_value,rent_median,education_college_or_above,labor_force_participation,unemployment_rate,race_white,race_black,race_asian,race_native,race_pacific,race_other,race_multiple
1908,KS,Kansas,McPherson,Mcpherson,CENTRAL CHRISTIAN COLLEGE OF KANSAS                              ,1200 SOUTH MAIN STREET                            ,67460,5799,6,2,2016,144,527,27.3,A,5,1,7,0,2015,104,375,27.7,A,2014,63,287,21.9,A,38.38362,-97.69809,14973,25.5,FALSE,38.9,51.5,48.5,57.7,2.77,55764,23,67,146991,766,30.4,68.8,2.4,94.4,1.2,0.9,0.3,0,0.4,2.8
1933,KS,Kansas,McPherson,Mcpherson,MCPHERSON COLLEGE                                                ,1600 EAST EUCLID STREET                           ,67460,3899,8,2,2016,27,204,13.2,A,5,1,7,0,2015,31,276,11.2,A,2014,29,251,11.5,A,38.38362,-97.69809,14973,25.5,FALSE,38.9,51.5,48.5,57.7,2.77,55764,23,67,146991,766,30.4,68.8,2.4,94.4,1.2,0.9,0.3,0,0.4,2.8
10014,MD,Maryland,Garrett,Mc Henry,GARRETT COLLEGE                                                  ,687 MOSSER ROAD                                   ,21541,1265,5,1,2016,31,191,16.2,A,5,6,3,0,2015,55,223,24.6,A,2014,57,246,23.1,A,39.55454,-79.36817,1354,22.7,FALSE,43.1,50.7,49.3,52.9,2.55,45714,15.1,71.2,225073,846,36.5,56.9,0,87.1,5.9,1,0.9,0,1.3,3.8
2128,MA,Massachusetts,Norfolk,Chestnut Hill,BOSTON COLLEGE                                                   ,140 COMMONWEALTH AVENUE                           ,2467,3800,8,2,2016,31,2003,1.5,P,5,4,1,0,2015,27,2229,1.2,P,2014,21,2291,0.9,P,42.31641,-71.16118,21864,1782,FALSE,23.9,45.6,54.4,37.7,3,126630,63.3,68.3,844504,2187,78.6,55.3,4.3,72.3,5,15.7,0,0,1.4,5.6
2201,MA,Massachusetts,Norfolk,Chestnut Hill,PINE MANOR COLLEGE                                               ,400 HEATH STREET                                  ,2467,2332,8,2,2016,29,123,23.5,A,5,4,1,0,2015,18,108,16.6,A,2014,23,128,17.9,A,42.31641,-71.16118,21864,1782,FALSE,23.9,45.6,54.4,37.7,3,126630,63.3,68.3,844504,2187,78.6,55.3,4.3,72.3,5,15.7,0,0,1.4,5.6
2157,MA,Massachusetts,Middlesex,Newton Center,HEBREW COLLEGE                                                   ,160 HERRICK ROAD                                  ,2459,2237,8,2,2016,2,59,3.3,B,5,4,1,1,2015,1,30,3.3,A,2014,1,42,2.3,B,42.31493,-71.19174,19463,1473.5,FALSE,43.2,46.7,53.3,59.2,3.03,177005,68.5,80.7,1048354,1903,86.8,63.7,1.9,77.2,2.7,17.2,0.1,0,0.6,2.1
2168,MA,Massachusetts,Barnstable,West Barnstable,CAPE COD COMMUNITY COLLEGE                                       ,2240 IYANNOUGH ROAD                               ,2668,1599,5,1,2016,45,299,15,A,5,10,1,0,2015,47,317,14.8,A,2014,57,391,14.5,A,41.71178,-70.35675,2723,83.3,FALSE,54.5,41.8,58.2,48.8,2.85,100528,50.9,80.2,452821,1419,46.2,62.1,3.1,94.8,1.9,0,0,0,0,3.3
2243,MI,Michigan,Isabella,Mount Pleasant,CENTRAL MICHIGAN UNIVERSITY                                      ,106 WARRINER HALL                                 ,48859,1,8,1,2016,313,6380,4.9,A,5,2,5,0,2015,340,6546,5.1,A,2014,330,6734,4.9,A,43.5976,-84.77801,,,FALSE,,,,,,,,,,,,,,,,,,,,
41211,MI,Michigan,Oakland,Royal Oak,ELEVATE SALON INSTITUTE                                          ,4050 CROOKS ROAD                                  ,48067,3591,3,3,2016,20,103,19.4,A,5,12,5,0,2015,14,115,12.1,A,2014,17,162,10.4,A,42.49046,-83.13793,24901,2057.2,FALSE,34.6,51.8,48.2,42.4,2.87,82025,39.9,66.8,219278,1138,59.7,76.8,3.4,90.7,3.5,2.7,0,0,0.3,2.7
2293,MI,Michigan,Chippewa,Sault Sainte Marie,LAKE SUPERIOR STATE UNIVERSITY                                   ,650 WEST EASTERDAY AVENUE                         ,49783,1691,8,1,2016,34,652,5.2,A,5,1,5,0,2015,42,685,6.1,A,2014,47,684,6.8,A,46.41473,-84.28349,19299,50.3,FALSE,36.9,52.3,47.7,40.7,3,42209,13.8,61.7,109381,692,26.8,60.5,8,74,3,1.3,14.2,0.3,0,7.3
30752,MI,Michigan,Berrien,Saint Joseph,TWIN CITY BEAUTY COLLEGE                                         ,2600 LINCOLN AVENUE                               ,49085,3305,3,3,2016,12,119,10,A,5,6,5,0,2015,9,146,6.1,A,2014,8,150,5.3,A,42.05012,-86.46029,23716,390.5,FALSE,44.7,50.5,49.5,60.5,2.84,71205,34.2,75.3,195990,794,48.1,62.8,2.8,89.2,2.2,5.2,0.6,0,0.7,2.1
2251,MI,Michigan,Bay,University Center,DELTA COLLEGE                                                    ,1961 DELTA ROAD                                   ,48710,1,5,1,2016,239,1502,15.9,A,5,5,5,0,2015,321,1861,17.2,A,2014,385,1905,20.2,A,43.55651,-83.98782,0,0,FALSE,,,,,,,,,,,,,,,,,,,,
2314,MI,Michigan,Bay,University Center,SAGINAW VALLEY STATE UNIVERSITY                                  ,7400 BAY ROAD                                     ,48710,1,8,1,2016,215,2651,8.1,A,5,5,5,0,2015,228,2804,8.1,A,2014,206,2746,7.5,A,43.55651,-83.98782,0,0,FALSE,,,,,,,,,,,,,,,,,,,,
2377,MN,Minnesota,Stearns,Saint Cloud,ST. CLOUD STATE UNIVERSITY                                       ,720 FOURTH AVENUE SOUTH                           ,56301,4498,8,1,2016,164,3504,4.6,A,5,6,5,0,2015,204,3846,5.3,A,2014,181,3844,4.7,A,45.48809,-94.24224,35051,168.8,FALSE,25.4,50.8,49.2,37.8,3.14,51722,20.8,52.7,183749,839,32.4,75,8.3,77.8,14.1,3.6,0.6,0,0.8,3.1
8694,MN,Minnesota,Stearns,Saint Cloud,RASMUSSEN COLLEGE                                                ,226 PARK AVENUE SOUTH                             ,56301,3713,8,3,2016,782,10677,7.3,P,5,6,5,0,2015,804,11188,7.1,P,2014,946,11604,8.1,P,45.48809,-94.24224,35051,168.8,FALSE,25.4,50.8,49.2,37.8,3.14,51722,20.8,52.7,183749,839,32.4,75,8.3,77.8,14.1,3.6,0.6,0,0.8,3.1
9831,MN,Minnesota,Stearns,Saint Cloud,MODEL COLLEGE OF HAIR DESIGN                                     ,"201 8TH AVENUE, SOUTH                             ",56301,4280,3,3,2016,12,79,15.1,A,5,6,5,0,2015,11,84,13,A,2014,15,90,16.6,A,45.48809,-94.24224,35051,168.8,FALSE,25.4,50.8,49.2,37.8,3.14,51722,20.8,52.7,183749,839,32.4,75,8.3,77.8,14.1,3.6,0.6,0,0.8,3.1
2342,MN,Minnesota,Ramsey,Saint Paul,ST. CATHERINE UNIVERSITY                                         ,2004 RANDOLPH AVENUE                              ,55105,1789,8,2,2016,48,1378,3.4,A,5,4,5,0,2015,46,1456,3.1,A,2014,72,1559,4.6,A,44.9346,-93.16817,26729,3041.5,FALSE,32.8,47.8,52.2,46,3,88341,44.5,67.4,335088,969,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0,0.4,2.5
2358,MN,Minnesota,Ramsey,Saint Paul,MACALESTER COLLEGE                                               ,1600 GRAND AVENUE                                 ,55105,1899,6,2,2016,3,349,0.8,A,5,4,5,0,2015,4,381,1,A,2014,3,373,0.8,A,44.9346,-93.16817,26729,3041.5,FALSE,32.8,47.8,52.2,46,3,88341,44.5,67.4,335088,969,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0,0.4,2.5
2345,MN,Minnesota,Ramsey,Saint Paul,UNIVERSITY OF SAINT THOMAS                                       ,2115 SUMMIT AVENUE                                ,55105,1096,8,2,2016,25,2119,1.1,P,5,4,5,0,2015,45,2276,1.9,P,2014,39,2177,1.7,P,44.9346,-93.16817,26729,3041.5,FALSE,32.8,47.8,52.2,46,3,88341,44.5,67.4,335088,969,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0,0.4,2.5
2391,MN,Minnesota,Ramsey,Saint Paul,MITCHELL HAMLINE SCHOOL OF LAW                                   ,875 SUMMIT AVENUE                                 ,55105,3076,7,2,2016,12,250,4.8,A,5,4,5,0,2015,4,296,1.3,A,2014,8,306,2.6,A,44.9346,-93.16817,26729,3041.5,FALSE,32.8,47.8,52.2,46,3,88341,44.5,67.4,335088,969,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0,0.4,2.5
2347,MN,Minnesota,Ramsey,Saint Paul,CONCORDIA UNIVERSITY - SAINT PAUL                                ,1282 CONCORDIA AVENUE                             ,55104,5494,8,2,2016,85,1440,5.9,A,5,4,5,0,2015,68,1292,5.2,A,2014,52,1128,4.6,A,44.95447,-93.16221,45535,2756.8,FALSE,30.4,48.6,51.4,34.9,3.34,60474,26.5,50.5,212378,888,47.5,75,5.2,63.1,19.3,8.6,1.5,0.1,2.2,5.4
2354,MN,Minnesota,Ramsey,Saint Paul,HAMLINE UNIVERSITY                                               ,1536 HEWITT AVENUE                                ,55104,1284,8,2,2016,44,1277,3.4,P,5,4,5,0,2015,53,1389,3.8,P,2014,47,1375,3.4,P,44.95447,-93.16221,45535,2756.8,FALSE,30.4,48.6,51.4,34.9,3.34,60474,26.5,50.5,212378,888,47.5,75,5.2,63.1,19.3,8.6,1.5,0.1,2.2,5.4
2371,MN,Minnesota,Ramsey,Saint Paul,UNIVERSITY OF NORTHWESTERN- ST PAUL                              ,3003 SNELLING AVENUE NORTH                        ,55113,1598,8,2,2016,19,719,2.6,A,5,4,5,0,2015,13,702,1.8,A,2014,25,765,3.2,A,45.013,-93.15553,41608,1009.1,FALSE,39.6,47,53,47.5,3.01,66413,30.5,64.7,237108,999,51.5,65.8,3.7,77.4,7.9,8.8,0.5,0,0.9,4.3
9058,MN,Minnesota,Ramsey,Saint Paul,BETHEL UNIVERSITY                                                ,3900 BETHEL DRIVE                                 ,55112,6999,8,2,2016,34,1386,2.4,P,5,4,5,0,2015,36,1402,2.5,P,2014,30,1509,1.9,P,45.07658,-93.18893,45895,878.3,FALSE,37.2,47.6,52.4,49.9,3.11,70842,33.3,67.7,231874,990,45.5,68.5,4.7,79.6,7.4,6.5,0.3,0.1,2.7,3.5
10374,MN,Minnesota,Ramsey,Saint Paul,METROPOLITAN STATE UNIVERSITY                                    ,700 EAST 7TH STREET                               ,55106,5000,8,1,2016,162,2661,6,A,5,4,5,0,2015,159,2673,5.9,A,2014,149,2716,5.4,A,44.96348,-93.04827,58160,2352.7,FALSE,29.5,50.7,49.3,37.5,4.01,50193,16.4,54.5,150202,924,19.1,68.3,6.7,40.5,14.5,36,0.9,0,2.7,5.5
2353,MN,Minnesota,Nicollet,Saint Peter,GUSTAVUS ADOLPHUS COLLEGE                                        ,800 WEST COLLEGE AVENUE                           ,56082,1498,6,2,2016,9,609,1.4,A,5,1,5,0,2015,6,540,1.1,A,2014,7,571,1.2,A,44.35226,-94.03245,14502,42.3,FALSE,32.4,50.8,49.2,43.2,2.93,61860,22.7,70.4,174825,895,31.7,70.3,3,91.4,3.2,2.8,0.1,0,0.4,2.2
2383,MN,Minnesota,Hennepin,Saint Bonifacius,CROWN COLLEGE                                                    ,8700 COLLEGE VIEW DRIVE                           ,55375,9001,8,2,2016,29,394,7.3,A,5,3,5,0,2015,46,491,9.3,A,2014,44,440,10,A,44.89698,-93.74285,4968,333,FALSE,34,46.2,53.8,57.3,3.36,101818,51.5,87.7,297498,823,44,77.8,3.6,91.9,1.7,5,0.1,0,0.2,1.1
5534,MN,Minnesota,Stearns,Saint Cloud,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                        ,1540 NORTHWAY DRIVE                               ,56303,1240,5,1,2016,173,1590,10.8,A,5,6,5,0,2015,209,1698,12.3,A,2014,260,1845,14,A,45.5744,-94.21155,24674,898.7,FALSE,38.8,50.9,49.1,44.5,2.94,49538,18.6,63.3,145189,726,31,68.2,5.3,85.8,7.9,2.6,0.5,0,0.9,2.3
2341,MN,Minnesota,Stearns,Saint Joseph,COLLEGE OF SAINT BENEDICT                                        ,37 SOUTH COLLEGE AVENUE                           ,56374,2099,6,2,2016,5,464,1,A,5,7,5,0,2015,6,449,1.3,A,2014,2,453,0.4,A,45.60708,-94.33583,10622,56.3,FALSE,29.4,43.5,56.5,45.6,3.05,67994,28,77.2,181855,717,36.9,74.7,3.7,95.3,1.5,1.4,0.4,0,0.2,1.2
2357,MN,Minnesota,Ramsey,Saint Paul,LUTHER SEMINARY                                                  ,2481 COMO AVENUE                                  ,55108,1496,8,2,2016,1,83,1.2,A,5,4,5,0,2015,1,127,0.7,A,2014,3,95,3.1,A,44.98095,-93.17541,15929,1441.2,FALSE,32.7,47.4,52.6,44.3,2.88,69918,32.7,48.8,265561,993,69.5,70.9,4.7,75.6,8.3,11.6,0.5,0,0.5,3.6
5533,MN,Minnesota,Ramsey,Saint Paul,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE             ,235 MARSHALL AVENUE                               ,55102,1800,5,1,2016,433,2152,20.1,A,5,4,5,0,2015,520,2486,20.9,A,2014,671,2720,24.6,A,44.93189,-93.1216,18346,2159.9,FALSE,38.1,47.9,52.1,32.4,2.83,56084,22.9,42.4,199490,935,49.4,69.8,3.9,77.6,11.4,2,0.9,0,3.6,4.5
2396,MS,Mississippi,Claiborne,Lorman,ALCORN STATE UNIVERSITY                                          ,1000 ASU DRIVE                                    ,39096,7500,8,1,2016,282,1312,21.4,A,2,2,4,0,2015,291,1485,19.5,A,2014,261,1599,16.3,A,31.82548,-91.11572,1887,4.6,FALSE,21.2,43,57,19.5,3.57,18224,8,52.3,51829,586,32.3,32.7,6.4,5.9,92.9,0.2,0.6,0,0.4,0
2413,MS,Mississippi,Lauderdale,Meridian,MERIDIAN COMMUNITY COLLEGE                                       ,910 HIGHWAY 19 NORTH                              ,39307,5890,5,1,2016,65,393,16.5,A,5,3,4,0,2015,59,480,12.2,A,2014,118,621,19,A,32.33768,-88.79619,17145,75.3,FALSE,35.3,52.6,47.4,33.8,3.13,29966,7.8,60.6,72153,658,11.5,50.2,9.5,31.7,66.5,0.4,0.1,0,0.8,0.4
41748,MO,Missouri,St. Louis,Saint Ann,AMERICAN TRADE SCHOOL                                            ,3925 INDUSTRIAL DRIVE                             ,63074,1807,5,3,2016,5,64,7.8,A,5,1,7,0,2015,6,67,8.9,A,2014,10,81,12.3,A,38.7265,-90.3887,15234,1523.8,FALSE,34.1,48,52,34.2,3.05,45663,9.6,48.9,87502,837,18.7,70.1,7.8,57.7,34.7,2.8,0.1,0,1,3.6
2480,MO,Missouri,St. Charles,Saint Charles,LINDENWOOD UNIVERSITY                                            ,209 SOUTH KINGSHIGHWAY                            ,63301,1695,8,2,2016,61,3641,1.6,A,5,2,7,0,2015,76,3571,2.1,A,2014,90,3775,2.3,A,38.86333,-90.46736,50675,211.9,FALSE,35.5,48.2,51.8,41.2,2.9,59406,24.3,67.2,169524,868,30.6,65.3,3.5,89.7,4.8,1.5,0.1,0,0.8,3
2490,MO,Missouri,Buchanan,Saint Joseph,MISSOURI WESTERN STATE UNIVERSITY                                ,4525 DOWNS DRIVE                                  ,64507,2294,8,1,2016,192,1437,13.3,A,5,6,7,0,2015,226,1560,14.4,A,2014,228,1613,14.1,A,39.72863,-94.75994,13604,93.6,FALSE,37.6,51.2,48.8,50.6,3.22,53927,18.4,65.9,104744,765,19.9,70.1,3.2,88.9,5.2,0.7,0.2,0.1,0.7,4.3
8269,MO,Missouri,Buchanan,Saint Joseph,HILLYARD TECHNICAL CENTER                                        ,3434 FARAON STREET                                ,64506,5102,4,1,2016,3,67,4.4,A,5,6,7,0,2015,5,87,5.7,A,2014,7,60,11.6,A,39.78974,-94.80173,24304,843.2,FALSE,37.7,50.9,49.1,44.2,3.09,60970,25,63,168028,781,33.1,56.9,4.4,86.2,7.4,2.2,0.6,0.1,0.7,2.8
41187,MO,Missouri,Buchanan,Saint Joseph,AMERICAN BUSINESS & TECHNOLOGY UNIVERSITY                        ,1018 WEST SAINT MAARTENS DRIVE                    ,64506,2961,6,3,2016,7,64,10.9,A,5,6,7,0,2015,23,151,15.2,A,2014,34,187,18.1,A,39.78974,-94.80173,24304,843.2,FALSE,37.7,50.9,49.1,44.2,3.09,60970,25,63,168028,781,33.1,56.9,4.4,86.2,7.4,2.2,0.6,0.1,0.7,2.8
1632,MO,Missouri,St. Louis,Saint Louis,AQUINAS INSTITUTE OF THEOLOGY                                    ,23 SOUTH SPRING AVENUE                            ,63108,3323,8,2,2016,2,25,8,B,5,1,7,1,2015,3,27,11.1,B,2014,3,22,13.6,B,38.64481,-90.25351,20704,3717.3,FALSE,32.6,50.4,49.6,25.7,2.72,46009,24.5,29,350343,929,60,60.3,7.4,54.2,33.9,9.3,0.2,0,0.8,1.6
2457,MO,Missouri,St. Louis,Saint Louis,CONCORDIA SEMINARY                                               ,801 SEMINARY PLACE                                ,63105,3199,8,2,2016,0,83,0,A,5,3,7,0,2015,1,60,1.6,A,2014,0,75,0,A,38.64436,-90.32831,18333,2554.5,FALSE,32,50,50,41.9,2.78,102180,50.5,59.9,595320,1194,78.5,53.2,2.9,77.7,6.5,13.1,0.1,0,0.1,2.4
2464,MO,Missouri,St. Louis,Saint Louis,FONTBONNE UNIVERSITY                                             ,6800 WYDOWN BOULEVARD                             ,63105,3098,8,2,2016,27,619,4.3,A,5,3,7,0,2015,35,635,5.5,A,2014,49,797,6.1,A,38.64436,-90.32831,18333,2554.5,FALSE,32,50,50,41.9,2.78,102180,50.5,59.9,595320,1194,78.5,53.2,2.9,77.7,6.5,13.1,0.1,0,0.1,2.4
2466,MO,Missouri,St. Louis,Saint Louis,HARRIS - STOWE STATE UNIVERSITY                                  ,3026 LACLEDE AVENUE                               ,63103,2199,6,1,2016,127,584,21.7,A,2,1,7,0,2015,133,616,21.5,A,2014,157,675,23.2,A,38.62974,-90.21678,8307,1233.8,FALSE,32.5,55.2,44.8,17,2.51,40247,13.5,12.8,172615,870,45.3,66.3,4.3,49.2,41.4,5.1,0.3,0,2.5,1.4
2506,MO,Missouri,St. Louis,Saint Louis,SAINT LOUIS UNIVERSITY                                           ,ONE GRAND BOULEVARD                               ,63103,2097,8,2,2016,68,2639,2.5,P,5,1,7,0,2015,78,2932,2.6,P,2014,81,2884,2.8,P,38.62974,-90.21678,8307,1233.8,FALSE,32.5,55.2,44.8,17,2.51,40247,13.5,12.8,172615,870,45.3,66.3,4.3,49.2,41.4,5.1,0.3,0,2.5,1.4
8552,MO,Missouri,St. Louis,Saint Louis,STEVENS - THE INSTITUTE OF BUSINESS & ARTS                       ,1521 WASHINGTON AVENUE                            ,63103,0,6,3,2016,4,84,4.7,A,5,1,7,0,2015,11,76,14.4,A,2014,8,77,10.3,A,38.62974,-90.21678,8307,1233.8,FALSE,32.5,55.2,44.8,17,2.51,40247,13.5,12.8,172615,870,45.3,66.3,4.3,49.2,41.4,5.1,0.3,0,2.5,1.4
2471,MO,Missouri,St. Louis,Bridgeton,SAINT LOUIS COMMUNITY COLLEGE                                    ,3221 MCKELVEY ROAD                                ,63044,2551,5,1,2016,213,1684,12.6,P,5,1,7,0,2015,261,1886,13.8,P,2014,248,2028,12.2,P,38.76981,-90.42897,10536,272.3,FALSE,41.8,46.3,53.7,45.5,3.03,61061,26.2,68.5,161467,881,28.1,62.5,6.8,73.4,20.6,2.2,0.1,0,1.4,2.3
2476,MO,Missouri,St. Louis,Saint Louis,KENRICK - GLENNON SEMINARY                                       ,5200 GLENNON DRIVE                                ,63119,4330,8,2,2016,1,4,25,B,5,3,7,1,2015,1,4,25,B,2014,1,2,50,B,38.58851,-90.35132,34119,1558.3,FALSE,39.8,46.2,53.8,53.7,3.08,82462,40,75.4,234911,995,62.6,65.5,3.4,87,7.8,2.5,0.1,0,0.5,2.1
2521,MO,Missouri,St. Louis,Saint Louis,WEBSTER UNIVERSITY                                               ,470 EAST LOCKWOOD AVENUE                          ,63119,3194,8,2,2016,211,4352,4.8,A,5,3,7,0,2015,235,5005,4.6,A,2014,237,5064,4.6,A,38.58851,-90.35132,34119,1558.3,FALSE,39.8,46.2,53.8,53.7,3.08,82462,40,75.4,234911,995,62.6,65.5,3.4,87,7.8,2.5,0.1,0,0.5,2.1
2504,MO,Missouri,St. Louis,Saint Louis,ST. LOUIS COLLEGE OF PHARMACY                                    ,4588 PARKVIEW PLACE                               ,63110,1088,7,2,2016,2,266,0.7,P,5,1,7,0,2015,0,257,0,P,2014,1,241,0.4,P,38.62586,-90.26699,18208,1054.7,FALSE,33.9,46.4,53.6,34.9,2.95,55414,24.9,43.6,194421,858,53.8,71.8,4.4,61.4,31,4.5,0,0,0.8,2.3
6389,MO,Missouri,St. Louis,Saint Louis,GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE              ,4483 DUNCAN                        MAILSTOP 90-36-,63110,1091,8,2,2016,6,460,1.3,P,5,1,7,0,2015,6,499,1.2,P,2014,1,455,0.2,P,38.62586,-90.26699,18208,1054.7,FALSE,33.9,46.4,53.6,34.9,2.95,55414,24.9,43.6,194421,858,53.8,71.8,4.4,61.4,31,4.5,0,0,0.8,2.3
23405,MO,Missouri,St. Louis,Saint Louis,SAINT LOUIS COLLEGE OF HEALTH CAREERS                            ,909 SOUTH TAYLOR                                  ,63110,1511,6,3,2016,38,510,7.4,A,5,1,7,0,2015,49,615,7.9,A,2014,73,660,11,A,38.62586,-90.26699,18208,1054.7,FALSE,33.9,46.4,53.6,34.9,2.95,55414,24.9,43.6,194421,858,53.8,71.8,4.4,61.4,31,4.5,0,0,0.8,2.3
4707,MO,Missouri,St. Louis,Saint Louis,COVENANT THEOLOGICAL SEMINARY                                    ,12330 CONWAY ROAD                                 ,63141,8609,8,2,2016,1,66,1.5,A,5,1,7,0,2015,4,86,4.6,A,2014,1,108,0.9,A,38.65829,-90.45818,20550,564,FALSE,47.5,48.5,51.5,57.3,2.91,111774,54.8,75.1,431681,1178,71.6,62.6,2.5,78,6.8,10.9,0.5,0.2,0.3,3.3
7540,MO,Missouri,St. Louis,Saint Louis,MISSOURI BAPTIST UNIVERSITY                                      ,ONE COLLEGE PARK DRIVE                            ,63141,8698,8,2,2016,66,954,6.9,A,5,1,7,0,2015,81,1170,6.9,A,2014,90,1105,8.1,A,38.65829,-90.45818,20550,564,FALSE,47.5,48.5,51.5,57.3,2.91,111774,54.8,75.1,431681,1178,71.6,62.6,2.5,78,6.8,10.9,0.5,0.2,0.3,3.3
12500,MO,Missouri,St. Louis,Saint Louis,RANKEN TECHNICAL COLLEGE                                         ,4431 FINNEY AVENUE                                ,63113,2811,6,2,2016,47,849,5.5,A,5,1,7,0,2015,60,1066,5.6,A,2014,92,1138,8,A,38.65796,-90.24756,11371,2001.2,FALSE,43.2,48.9,51.1,15.8,3.4,28180,7.5,42,68782,745,16.1,54.5,15.9,3.3,94.8,0.5,0,0,0,1.4
25647,MO,Missouri,St. Louis,Saint Louis,ELAINE STEVEN BEAUTY COLLEGE                                     ,10420 WEST FLORISSANT                             ,63136,2343,3,3,2016,7,109,6.4,A,5,1,7,0,2015,7,126,5.5,A,2014,7,132,5.3,A,38.7433,-90.25979,45411,1771.9,FALSE,34.1,43.7,56.3,25.7,3.16,32224,6.5,45.2,66077,871,10.9,61.1,11.3,7.1,89.5,0,0.3,0,0.6,2.4
41740,MO,Missouri,St. Louis,Saint Louis,SKIN INSTITUTE                                                   ,25 RONNIES PLAZA                                  ,63126,3552,2,3,2016,3,49,6.1,A,5,2,7,0,2015,3,42,7.1,A,2014,7,47,14.8,A,38.54968,-90.37864,14781,1257.7,FALSE,43.5,48.3,51.7,57.3,2.96,75331,34.2,84.5,192470,873,47.9,68.3,3.3,94.1,2.1,1.4,0.1,0,1.2,1.2
2519,MO,Missouri,St. Louis,Saint Louis,UNIVERSITY OF MISSOURI - SAINT LOUIS                             ,ONE UNIVERSITY BOULEVARD                          ,63121,4499,8,1,2016,218,3475,6.2,P,5,1,7,0,2015,248,3528,7,P,2014,252,3720,6.7,P,38.70721,-90.30135,24634,1431.4,FALSE,40.6,44.6,55.4,27.9,3.08,37866,8.4,52.6,73219,864,20.6,59,10.7,13.8,82.3,1,0.1,0,1.4,1.4
2520,MO,Missouri,St. Louis,Saint Louis,WASHINGTON UNIVERSITY IN ST. LOUIS                               ,ONE BROOKINGS DRIVE                               ,63130,4899,8,2,2016,25,1571,1.5,P,5,1,7,0,2015,17,1672,1,P,2014,20,1708,1.1,P,38.66506,-90.32523,28909,2309.1,FALSE,34.6,46.4,53.6,43.8,2.93,64097,32.8,56.8,261032,996,60.4,65.9,5.9,54.3,36.6,4.8,0.5,0,1.1,2.6
8645,NH,New Hampshire,Merrimack,Hooksett,EMPIRE BEAUTY SCHOOLS                                            ,1328 HOOKSETT ROAD                                ,3106,9716,3,3,2016,10,155,6.4,A,5,1,1,0,2015,10,143,6.9,A,2014,12,146,8.2,A,43.07113,-71.43638,14203,142.9,FALSE,39.9,47.9,52.1,55,3.01,84375,38.9,78.2,247150,1234,39.2,70.8,4,95.4,1.3,0.9,0,0,0.6,1.8
22470,NH,New Hampshire,Grafton,West Lebanon,NEW ENGLAND SCHOOL OF HAIR DESIGN                                ,12 INTERCHANGE DRIVE                              ,3784,2003,3,3,2016,8,79,10.1,B,5,2,1,1,2015,7,87,8,B,2014,3,31,9.6,A,43.6368,-72.30594,4004,188.2,FALSE,37.4,50.8,49.2,50,2.85,55061,24.7,47.1,253987,995,54.4,60.6,2.6,85.2,4.2,9,0,0,0.7,0.8
22346,NJ,New Jersey,Atlantic,Egg Harbor Township,ATLANTIC BEAUTY & SPA ACADEMY                                    ,3003 ENGLISH CREEK AVENUE          SUITE C-3/4/4B ,8234,2621,3,3,2016,9,98,9.1,A,5,2,2,0,2015,10,122,8.1,A,2014,9,119,7.5,A,39.38657,-74.62376,42081,270.9,FALSE,40,46.7,53.3,53.2,3.47,78534,39.3,87.3,212095,999,31.8,69.8,8.5,68.3,8.5,11.3,0.2,0,6.5,5.1
35363,NJ,New Jersey,Passaic,Haskell,INSTITUTE FOR THERAPEUTIC MASSAGE                                ,1069 RINGWOOD AVENUE               SUITE 215      ,7420,1452,3,3,2016,15,105,14.2,A,5,8,2,0,2015,16,108,14.8,A,2014,10,81,12.3,A,41.03255,-74.30115,5100,766.2,FALSE,41.3,52.1,47.9,48.7,3.45,81737,37,85.7,258267,1474,26.5,64.4,5.4,78.8,5.3,7.1,0,0,3.7,5.1
2671,NY,New York,Dutchess,Annandale On Hudson,BARD COLLEGE                                                     ,ANNANDALE ROAD                                    ,12504,5000,8,2,2016,29,607,4.7,P,5,20,2,0,2015,11,547,2,P,2014,17,482,3.5,P,42.02963,-73.91605,1498,366.5,FALSE,19.8,43.7,56.3,4,2.92,151667,71.4,28.6,,1444,70,41.7,4.6,75.6,4.3,13.4,0.8,0,0.7,5.3
7573,NY,New York,Queens,Astoria,EMPIRE BEAUTY SCHOOL                                             ,38-15 BROADWAY                                    ,11103,4028,4,3,2016,395,2614,15.1,P,5,14,2,0,2015,268,1749,15.3,P,2014,237,1688,14,P,40.76251,-73.91342,36140,21044.4,FALSE,33.8,48.7,51.3,38.1,2.98,71437,33.4,16.2,791990,1700,51.7,74.7,6.4,70.9,2.7,14.9,0.3,0.1,7.6,3.5
